timestamp,message_id,data_bytes,speed,ground_truth
2026-04-04 09:00:04.633076,0x100,07890F9A1E0057B7,19.29,normal
2026-04-04 09:00:04.641955,0x201,268C083C360144B9,98.68,normal
2026-04-04 09:00:04.657085,0x100,2E9707DC3B0160B9,119.27,normal
2026-04-04 09:00:04.673926,0x101,162404404C0062BB,56.68,normal
2026-04-04 09:00:04.687199,0x300,062105EB5A0141BB,15.69,normal
2026-04-04 09:00:04.702780,0x201,0B380BA1290052BD,28.72,normal
2026-04-04 09:00:04.717591,0x201,35350A9658014CBE,136.21,normal
2026-04-04 09:00:04.743825,0x101,0D6306C810006BBF,34.27,normal
2026-04-04 09:00:04.784344,0x201,205B0697310056C0,82.83,normal
2026-04-04 09:00:04.810807,0x102,073507A70C006BC2,18.45,normal
2026-04-04 09:00:04.835088,0x301,084E07D4370146C2,21.26,normal
2026-04-04 09:00:04.850216,0x100,068004E15C004CC2,16.65,normal
2026-04-04 09:00:04.879541,0x102,15E609F6350145C5,56.06,normal
2026-04-04 09:00:04.924085,0x201,2E5A07CE2F0143C5,118.66,normal
2026-04-04 09:00:04.965912,0x101,02BD0F79220063C6,7.01,normal
2026-04-04 09:00:04.995820,0x201,319A0E0B15006AC7,126.98,normal
2026-04-04 09:00:05.018340,0x200,00250A4A64004AC7,0.37,normal
2026-04-04 09:00:05.025822,0x102,070D08AB0F015BCA,18.06,normal
2026-04-04 09:00:05.046539,0x300,10350864490153C9,41.49,normal
2026-04-04 09:00:05.077937,0x200,1D8D0B205F014DCA,75.65,normal
2026-04-04 09:00:05.090027,0x200,34E00AB6040152CB,135.36,normal
2026-04-04 09:00:05.130726,0x201,3DFD08ED35015CCD,158.69,normal
2026-04-04 09:00:05.147825,0x300,129A0CC74A0050CD,47.62,normal
2026-04-04 09:00:05.175298,0x201,1FCF0CA55B0050CF,81.43,normal
2026-04-04 09:00:05.206181,0x101,165209152C0042D0,57.14,normal
2026-04-04 09:00:05.214850,0x200,28F80CC142003CD0,104.88,normal
2026-04-04 09:00:05.232912,0x100,2A8E0F95560148D1,108.94,normal
2026-04-04 09:00:05.264626,0x100,0F0C0D340E004AD2,38.52,normal
2026-04-04 09:00:05.296615,0x300,0A490FDE36015FD3,26.33,normal
2026-04-04 09:00:05.339732,0x200,0FF206F03F004CD4,40.82,normal
2026-04-04 09:00:05.383777,0x102,257C0A2D020150D7,95.96,normal
2026-04-04 09:00:05.423782,0x200,1BBF05255E0166D6,71.03,normal
2026-04-04 09:00:05.441670,0x200,1E9D08C93F014CD7,78.37,normal
2026-04-04 09:00:05.456438,0x300,2EEA070E55016CD8,120.1,normal
2026-04-04 09:00:05.491238,0x201,2FA9042C300152DA,122.01,normal
2026-04-04 09:00:05.505847,0x200,121506E81A0059DA,46.29,normal
2026-04-04 09:00:05.527246,0x101,2CA106B5560144DC,114.25,normal
2026-04-04 09:00:05.532547,0x101,2B9D0492540042DD,111.65,normal
2026-04-04 09:00:05.568520,0x100,155508E5640045DD,54.61,normal
2026-04-04 09:00:05.579679,0x102,21E30EBC5E006DE0,86.75,normal
2026-04-04 09:00:05.587464,0x100,2B3E06251B0068DF,110.7,normal
2026-04-04 09:00:05.619002,0x100,2D870A9A110051E0,116.55,normal
2026-04-04 09:00:05.646090,0x102,25860D9F41006DE3,96.06,normal
2026-04-04 09:00:05.691067,0x102,05350C1349006CE4,13.33,normal
2026-04-04 09:00:05.708800,0x102,173B059A05005DE5,59.47,normal
2026-04-04 09:00:05.727933,0x201,34010F1F520150E5,133.14,normal
2026-04-04 09:00:05.745795,0x201,32160505310068E6,128.22,normal
2026-04-04 09:00:05.756551,0x300,04E107300F0056E6,12.49,normal
2026-04-04 09:00:05.764252,0x100,000703EB2C0162E7,0.07,normal
2026-04-04 09:00:05.770646,0x200,33710769100043E8,131.7,normal
2026-04-04 09:00:05.810078,0x201,21AF08F3520040EA,86.23,normal
2026-04-04 09:00:05.830857,0x201,101707354B0055EB,41.19,normal
2026-04-04 09:00:05.865868,0x102,141F085C160146ED,51.51,normal
2026-04-04 09:00:05.900927,0x100,04B40758110044EC,12.04,normal
2026-04-04 09:00:05.938852,0x102,36290E670D015CEF,138.65,normal
2026-04-04 09:00:05.961801,0x102,2FDB0FC3620167F0,122.51,normal
2026-04-04 09:00:05.974493,0x101,23E10FAD1D0060F0,91.85,normal
2026-04-04 09:00:06.002150,0x200,33C907CE47003DF0,132.57,normal
2026-04-04 09:00:06.009128,0x200,1E630B331A0050F1,77.79,normal
2026-04-04 09:00:06.044444,0x201,231404E4260149F3,89.8,normal
2026-04-04 09:00:06.070321,0x101,1ED90B7944013FF4,78.97,normal
2026-04-04 09:00:06.075364,0x101,30EB0D4F410144F5,125.23,normal
2026-04-04 09:00:06.115974,0x102,1A090E395E003EF7,66.65,normal
2026-04-04 09:00:06.129582,0x200,0C3806DA440046F6,31.28,normal
2026-04-04 09:00:06.138548,0x101,171E09DD110042F8,59.18,normal
2026-04-04 09:00:06.177959,0x101,13BB061305014DF9,50.51,normal
2026-04-04 09:00:06.193551,0x200,0CD60DAF59006AF9,32.86,normal
2026-04-04 09:00:06.202545,0x100,064E09053E0042FA,16.15,normal
2026-04-04 09:00:06.241640,0x201,333C0C3135006DFC,131.17,normal
2026-04-04 09:00:06.248407,0x102,11B709235F0058FE,45.35,normal
2026-04-04 09:00:06.285655,0x100,35850731320154FD,137.01,normal
2026-04-04 09:00:06.329490,0x102,15BD0D993B004200,55.65,normal
2026-04-04 09:00:06.347333,0x100,05A60DA6570059FF,14.46,normal
2026-04-04 09:00:06.366680,0x102,17990DAE3F006A02,60.41,normal
2026-04-04 09:00:06.408991,0x102,120206702D015803,46.1,normal
2026-04-04 09:00:06.432464,0x200,22A607CA20014D02,88.7,normal
2026-04-04 09:00:06.452608,0x100,0915099449014F03,23.25,normal
2026-04-04 09:00:06.466189,0x200,2F390A0319016504,120.89,normal
2026-04-04 09:00:06.508290,0x200,29CF104D05016B05,107.03,normal
2026-04-04 09:00:06.528989,0x300,1D67101E00013D06,75.27,normal
2026-04-04 09:00:06.561206,0x200,01A907524B006607,4.25,normal
2026-04-04 09:00:06.586063,0x102,004D0A7F4F014C0A,0.77,normal
2026-04-04 09:00:06.626213,0x101,1EE703871B01440A,79.11,normal
2026-04-04 09:00:06.662209,0x102,1D57060661006C0C,75.11,normal
2026-04-04 09:00:06.701435,0x100,20800FE358014E0B,83.2,normal
2026-04-04 09:00:06.710479,0x201,1E1C061339016D0D,77.08,normal
2026-04-04 09:00:06.739768,0x102,143C047B2A00410F,51.8,normal
2026-04-04 09:00:06.776558,0x201,11C60C631E01670F,45.5,normal
2026-04-04 09:00:06.782517,0x102,195B08A945014411,64.91,normal
2026-04-04 09:00:06.814250,0x101,21D6049904015311,86.62,normal
2026-04-04 09:00:06.840140,0x101,07A30A9513004D12,19.55,normal
2026-04-04 09:00:06.849012,0x300,149105CE51006C12,52.65,normal
2026-04-04 09:00:06.857242,0x200,36770ED240005113,139.43,normal
2026-04-04 09:00:06.879485,0x100,1D3C07C864006B14,74.84,normal
2026-04-04 09:00:06.886101,0x201,12DC09DF5B003E16,48.28,normal
2026-04-04 09:00:06.928536,0x201,0758069906006517,18.8,normal
2026-04-04 09:00:06.939766,0x102,32130EA539014F19,128.2,normal
2026-04-04 09:00:06.962567,0x100,34FB06AE1F014518,135.63,normal
2026-04-04 09:00:06.979009,0x301,04CA0BF257005F1A,12.26,normal
2026-04-04 09:00:07.017209,0x301,2AC407AE5F01421B,109.48,normal
2026-04-04 09:00:07.054041,0x200,21F80FEE5A006C1B,86.96,normal
2026-04-04 09:00:07.087234,0x102,18F60E8627004E1E,63.9,normal
2026-04-04 09:00:07.107895,0x100,043C0A804E01521D,10.84,normal
2026-04-04 09:00:07.150122,0x200,0233070B0F01461E,5.63,normal
2026-04-04 09:00:07.194151,0x101,1C340BD05E016C20,72.21,normal
2026-04-04 09:00:07.208606,0x100,08660F7D06004520,21.5,normal
2026-04-04 09:00:07.236349,0x300,1B480BC23F014621,69.84,normal
2026-04-04 09:00:07.273372,0x200,36020B475F004D22,138.26,normal
2026-04-04 09:00:07.281995,0x101,17F20B395F014E24,61.3,normal
2026-04-04 09:00:07.317826,0x200,0B6D0B2920005C24,29.25,normal
2026-04-04 09:00:07.349740,0x102,0C810D3A48014427,32.01,normal
2026-04-04 09:00:07.392207,0x100,05DE0AC832015526,15.02,normal
2026-04-04 09:00:07.417535,0x102,3667041631015329,139.27,normal
2026-04-04 09:00:07.439405,0x100,206D060517015B28,83.01,normal
2026-04-04 09:00:07.446439,0x301,17D1097E5A00532A,60.97,normal
2026-04-04 09:00:07.453852,0x201,28830CF44E01512B,103.71,normal
2026-04-04 09:00:07.484369,0x300,200C06DB23005D2B,82.04,normal
2026-04-04 09:00:07.516244,0x301,12D60AEC2A01642D,48.22,normal
2026-04-04 09:00:07.541474,0x201,1CBB0A031501612E,73.55,normal
2026-04-04 09:00:07.551720,0x100,224804484B00682E,87.76,normal
2026-04-04 09:00:07.567624,0x100,34490DB40F00452F,133.85,normal
2026-04-04 09:00:07.584277,0x102,30480CAE4C005F32,123.6,normal
2026-04-04 09:00:07.596284,0x101,1A2A0DB30E004932,66.98,normal
2026-04-04 09:00:07.613617,0x100,1E170E1247003F32,77.03,normal
2026-04-04 09:00:07.637862,0x201,2EC0043952005234,119.68,normal
2026-04-04 09:00:07.675685,0x101,13BB053711005335,50.51,normal
2026-04-04 09:00:07.696367,0x101,291D051F1F004936,105.25,normal
2026-04-04 09:00:07.706603,0x102,10920E7F25014738,42.42,normal
2026-04-04 09:00:07.742129,0x300,19490B5340006737,64.73,normal
2026-04-04 09:00:07.787082,0x200,379C0E1D5B016338,142.36,normal
2026-04-04 09:00:07.810519,0x100,00DD0AAC30005439,2.21,normal
2026-04-04 09:00:07.831814,0x200,22830B845401413A,88.35,normal
2026-04-04 09:00:07.845821,0x201,34FD0D446401673C,135.65,normal
2026-04-04 09:00:07.886417,0x101,15F70CF91B015A3D,56.23,normal
2026-04-04 09:00:07.928969,0x101,1E760B231D00443E,77.98,normal
2026-04-04 09:00:07.941777,0x100,33EA0D332800653E,132.9,normal
2026-04-04 09:00:07.974030,0x100,099805D15201493F,24.56,normal
2026-04-04 09:00:08.015561,0x100,2510106552004740,94.88,normal
2026-04-04 09:00:08.031609,0x301,0D7002CE2B015142,34.4,normal
2026-04-04 09:00:08.046731,0x201,303E0AA526016543,123.5,normal
2026-04-04 09:00:08.060254,0x100,1F3B07B464013D43,79.96,normal
2026-04-04 09:00:08.073574,0x102,2C4B0D3A08004F46,113.39,normal
2026-04-04 09:00:08.108457,0x101,0A54051813015046,26.44,normal
2026-04-04 09:00:08.132633,0x300,209D0CD445006D46,83.49,normal
2026-04-04 09:00:08.154107,0x102,327F03B618016049,129.27,normal
2026-04-04 09:00:08.189290,0x100,199B048614004548,65.55,normal
2026-04-04 09:00:08.212843,0x101,2B8905A15B01644A,111.45,normal
2026-04-04 09:00:08.228484,0x101,0DED06800D006B4B,35.66,normal
2026-04-04 09:00:08.249566,0x101,2E4D0B6028003D4C,118.53,normal
2026-04-04 09:00:08.261044,0x200,30EE04EE1500694C,125.26,normal
2026-04-04 09:00:08.300084,0x201,0E3B09E20501674E,36.43,normal
2026-04-04 09:00:08.317316,0x200,2F7F0AF80C00634E,121.59,normal
2026-04-04 09:00:08.359856,0x201,1B93038258005650,70.6,normal
2026-04-04 09:00:08.394647,0x201,2ED60B391D004151,119.9,normal
2026-04-04 09:00:08.409181,0x102,1BA109A33A014F53,70.74,normal
2026-04-04 09:00:08.445656,0x300,0C870D524A005D52,32.07,normal
2026-04-04 09:00:08.471580,0x100,2B7D08F061006053,111.33,normal
2026-04-04 09:00:08.513294,0x301,11E1079840015355,45.77,normal
2026-04-04 09:00:08.557760,0x100,168D0B2658004A55,57.73,normal
2026-04-04 09:00:08.594271,0x102,3597094C59014B58,137.2,normal
2026-04-04 09:00:08.630079,0x101,212906C142016558,84.89,normal
2026-04-04 09:00:08.636057,0x101,26EF071C38015459,99.67,normal
2026-04-04 09:00:08.643265,0x101,2F4F0CFE03014F5A,121.11,normal
2026-04-04 09:00:08.686071,0x100,29000A191A01675A,104.96,normal
2026-04-04 09:00:08.720914,0x300,0AF70A383500625B,28.07,normal
2026-04-04 09:00:08.735742,0x101,017D076360005F5D,3.81,normal
2026-04-04 09:00:08.766165,0x201,213A04233000525E,85.06,normal
2026-04-04 09:00:08.796782,0x101,30910E2E51004D5F,124.33,normal
2026-04-04 09:00:08.824926,0x100,352D050D5B016A5F,136.13,normal
2026-04-04 09:00:08.843213,0x100,0B95048E09004260,29.65,normal
2026-04-04 09:00:08.851065,0x301,03C303250D016562,9.63,normal
2026-04-04 09:00:08.879275,0x201,276F085459005B63,100.95,normal
2026-04-04 09:00:08.905160,0x201,1BF60C5D22005364,71.58,normal
2026-04-04 09:00:08.916948,0x201,104B08800F014865,41.71,normal
2026-04-04 09:00:08.955631,0x101,25850B9056013F66,96.05,normal
2026-04-04 09:00:08.991232,0x101,0BD908EB45016967,30.33,normal
2026-04-04 09:00:09.008033,0x200,121D075F37005B67,46.37,normal
2026-04-04 09:00:09.037446,0x200,0871073646015D68,21.61,normal
2026-04-04 09:00:09.069750,0x100,1870037029004069,62.56,normal
2026-04-04 09:00:09.083645,0x102,28A10D461701656C,104.01,normal
2026-04-04 09:00:09.110476,0x201,1D890A1F32005A6C,75.61,normal
2026-04-04 09:00:09.152595,0x102,1CE90B833C01606E,74.01,normal
2026-04-04 09:00:09.160469,0x102,1A5609C55D00546F,67.42,normal
2026-04-04 09:00:09.184202,0x301,16E10AC91200466F,58.57,normal
2026-04-04 09:00:09.193010,0x100,179F07BE4D01606F,60.47,normal
2026-04-04 09:00:09.199296,0x200,09A5042D5F014470,24.69,normal
2026-04-04 09:00:09.229361,0x101,231606F229006172,89.82,normal
2026-04-04 09:00:09.243588,0x300,196704DF4C006672,65.03,normal
2026-04-04 09:00:09.288541,0x101,0FAF078419014974,40.16,normal
2026-04-04 09:00:09.316839,0x301,324A043A35005B75,128.74,normal
2026-04-04 09:00:09.356238,0x300,0A5A07EA35016575,26.5,normal
2026-04-04 09:00:09.373366,0x102,35E708DF63016978,137.99,normal
